claim_id,policy_id,date_of_loss,report_date,segment,product_line,incurred_amount,paid_amount,outstanding_amount,status,period_month
CLM-2024-00441,POL-3757,2024-06-30,2024-07-05,Casualty,QuotaShare,5102.76,1796.45,3306.3100000000004,Open,6
CLM-2024-00442,POL-9653,2024-04-26,2024-07-15,Casualty,QuotaShare,13041.15,5989.94,7051.21,Open,4
CLM-2024-00443,POL-7027,2024-08-03,2024-10-22,Marine,QuotaShare,21945.99,1472.92,20473.07,Open,8
CLM-2024-00444,POL-5687,2024-03-11,2024-05-12,Casualty,ExcessOfLoss,15558.99,12721.57,2837.42,Open,3
CLM-2024-00445,POL-7708,2024-08-31,2024-10-10,Casualty,ExcessOfLoss,11171.25,4332.86,6838.39,Open,8
CLM-2024-00446,POL-8016,2024-10-01,2024-10-17,Life,StopLoss,9073.3,8778.94,294.35999999999876,Open,10
CLM-2024-00447,POL-6195,2024-02-24,2024-02-27,Marine,ExcessOfLoss,13456.14,2798.4,10657.74,Open,2
CLM-2024-00448,POL-3089,2024-10-12,2024-10-27,Aviation,QuotaShare,35289.7,14095.13,21194.57,Open,10
CLM-2024-00449,POL-4298,2024-02-26,2024-05-08,Marine,StopLoss,431.21,326.68,104.52999999999997,Open,2
CLM-2024-00450,POL-9275,2024-08-20,2024-10-21,Property,StopLoss,3757.32,907.07,2850.25,Open,8
CLM-2024-00451,POL-6385,2024-07-10,2024-08-23,Aviation,StopLoss,5711.65,232.48,5479.17,Open,7
CLM-2024-00452,POL-2142,2024-06-23,2024-06-27,Marine,StopLoss,5434.52,509.94,4924.580000000001,Open,6
CLM-2024-00453,POL-1493,2024-06-14,2024-07-12,Property,StopLoss,61935.21,25509.76,36425.45,Open,6
CLM-2024-00454,POL-3075,2024-02-17,2024-03-03,Life,QuotaShare,7529.68,7029.52,500.15999999999985,Open,2
CLM-2024-00455,POL-5590,2024-07-07,2024-10-05,Marine,QuotaShare,2905.34,1939.08,966.2600000000002,Open,7
CLM-2024-00456,POL-5036,2024-09-09,2024-10-06,Life,QuotaShare,5729.78,4330.01,1399.7699999999995,Open,9
CLM-2024-00457,POL-5103,2024-11-13,2025-01-04,Property,ExcessOfLoss,12095.54,8013.62,4081.920000000001,Open,11
CLM-2024-00458,POL-2936,2024-09-12,2024-10-04,Casualty,ExcessOfLoss,947.45,380.72,566.73,Open,9
CLM-2024-00459,POL-7949,2024-05-29,2024-07-28,Aviation,StopLoss,6914.6,3630.54,3284.0600000000004,Open,5
CLM-2024-00460,POL-4197,2024-10-18,2024-11-15,Property,ExcessOfLoss,20087.65,10612.69,9474.960000000001,Open,10
CLM-2024-00461,POL-9028,2024-01-21,2024-02-21,Casualty,QuotaShare,3550.84,327.91,3222.9300000000003,Open,1
CLM-2024-00462,POL-8646,2024-01-15,2024-04-10,Marine,QuotaShare,6085.55,2277.75,3807.8,Open,1
CLM-2024-00463,POL-2543,2024-06-19,2024-09-11,Marine,StopLoss,51357.34,4907.07,46450.27,Open,6
CLM-2024-00464,POL-5227,2024-08-25,2024-10-07,Aviation,StopLoss,48374.41,37906.77,10467.640000000007,Open,8
CLM-2024-00465,POL-8070,2024-01-18,2024-03-24,Marine,StopLoss,2191.42,1889.4,302.02,Open,1
CLM-2024-00466,POL-7567,2024-07-10,2024-10-01,Property,QuotaShare,3211.88,660.42,2551.46,Open,7
CLM-2024-00467,POL-6576,2024-12-29,2025-02-12,Marine,StopLoss,1183.39,195.62,987.7700000000001,Open,12
CLM-2024-00468,POL-4237,2024-11-13,2025-01-31,Aviation,QuotaShare,11748.22,7369.38,4378.839999999999,Open,11
CLM-2024-00469,POL-5575,2024-06-26,2024-08-06,Aviation,QuotaShare,9319.15,6074.42,3244.7299999999996,Open,6
CLM-2024-00470,POL-6473,2024-12-15,2025-02-04,Marine,StopLoss,883.12,260.62,622.5,Open,12
CLM-2024-00471,POL-1585,2024-02-16,2024-04-05,Aviation,QuotaShare,129065.71,95386.24,33679.47,Open,2
CLM-2024-00472,POL-5463,2024-03-17,2024-04-06,Aviation,ExcessOfLoss,9793.49,4923.36,4870.13,Open,3
CLM-2024-00473,POL-9530,2024-10-10,2024-10-31,Property,StopLoss,33923.17,800.45,33122.72,Open,10
CLM-2024-00474,POL-7883,2024-08-29,2024-11-26,Life,QuotaShare,2869.04,2632.78,236.25999999999976,Open,8
CLM-2024-00475,POL-1218,2024-11-29,2024-12-28,Life,QuotaShare,2282.2,1918.57,363.6299999999999,Open,11
CLM-2024-00476,POL-4142,2024-03-28,2024-04-13,Marine,ExcessOfLoss,20854.44,10940.6,9913.839999999998,Open,3
CLM-2024-00477,POL-6595,2024-07-09,2024-07-21,Marine,StopLoss,2901.94,1509.51,1392.43,Open,7
CLM-2024-00478,POL-7373,2024-11-08,2025-01-03,Casualty,QuotaShare,3850.16,471.19,3378.97,Open,11
CLM-2024-00479,POL-4957,2024-09-05,2024-10-15,Property,StopLoss,16725.68,14494.8,2230.880000000001,Open,9
CLM-2024-00480,POL-7063,2024-09-21,2024-12-16,Life,StopLoss,4719.48,384.17,4335.3099999999995,Open,9
CLM-2024-00481,POL-3645,2024-07-14,2024-09-20,Casualty,ExcessOfLoss,26607.85,20775.77,5832.079999999998,Open,7
CLM-2024-00482,POL-2222,2024-12-27,2025-02-03,Property,QuotaShare,1813.76,1611.51,202.25,Open,12
CLM-2024-00483,POL-7231,2024-08-29,2024-09-03,Property,ExcessOfLoss,28741.46,14628.07,14113.39,Open,8
CLM-2024-00484,POL-6652,2024-10-02,2024-11-07,,ExcessOfLoss,13203.03,4116.85,9086.18,Open,10
CLM-2024-00485,POL-5120,2024-03-07,2024-05-08,Life,QuotaShare,59370.0,54742.65,4627.3499999999985,Open,3
CLM-2024-00486,POL-9921,2024-12-15,2024-12-18,Aviation,ExcessOfLoss,16138.19,542.89,15595.300000000001,Open,12
CLM-2024-00487,POL-1359,2024-12-09,2025-02-24,Life,QuotaShare,14648.85,13957.21,691.6400000000012,Open,12
CLM-2024-00488,POL-9027,2024-06-20,2024-09-01,Property,StopLoss,1749.11,1033.81,715.3,Open,6
CLM-2024-00489,POL-1410,2024-05-19,2024-06-24,Property,QuotaShare,32235.15,12406.77,19828.38,Open,5
CLM-2024-00490,POL-1392,2024-08-22,2024-10-25,Property,StopLoss,3757.85,207.39,3550.46,Open,8
CLM-2024-00491,POL-8106,2024-04-26,2024-06-27,Life,StopLoss,1640.09,741.34,898.7499999999999,Open,4
CLM-2024-00492,POL-3608,2024-06-15,2024-08-18,Casualty,QuotaShare,15011.56,606.44,14405.119999999999,Open,6
CLM-2024-00493,POL-4996,2024-12-26,2024-12-31,,ExcessOfLoss,275.91,183.57,92.34000000000003,Open,12
CLM-2024-00494,POL-9856,2024-05-19,2024-06-08,Life,ExcessOfLoss,25916.9,6513.04,19403.86,Open,5
CLM-2024-00495,POL-5697,2024-01-09,2024-02-20,Marine,ExcessOfLoss,42392.57,12901.01,29491.559999999998,Open,1
CLM-2024-00496,POL-2485,2024-09-18,2024-10-16,Marine,ExcessOfLoss,4006.21,2055.56,1950.65,Open,9
CLM-2024-00497,POL-7166,2024-02-26,2024-03-06,Casualty,ExcessOfLoss,7154.37,2039.56,5114.8099999999995,Open,2
CLM-2024-00498,POL-9149,2024-12-05,2025-02-15,Marine,StopLoss,5805.79,1128.07,4677.72,Open,12
CLM-2024-00499,POL-6198,2024-06-08,2024-06-22,Life,StopLoss,9610.61,5681.14,3929.4700000000003,Open,6
